NODE_UID,NODE_REF,X,Y,TIER,NODE_KIND,INLET_DEG,INLET_EDGE,OUT_EDGE,N_IN,BAND,REMEDY
N0013794,P0-M-MH13794,450245.203,2569807.843,main,junction,87.3,E0014650,E0013052,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0028459,P0-L-MH28459,450417.282,2567049.115,lateral,junction,87.3,E0029251,E0027717,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0011146,P0-SM-MH11146,439044.855,2568779.488,sub main,junction,87.3,E0012202,E0010404,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0044964,P0-SM-MH44964,447722.293,2567592.489,sub main,junction,87.31,E0044758,E0044222,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0007542,P0-L-MH7542,445955.47,2566475.049,lateral,junction,87.32,E0009220,E0006800,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0047586,P0-L-MH47586,449545.744,2568201.793,lateral,chamber,87.32,E0046843,E0046844,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0044018,P0-L-MH44018,453849.753,2574609.531,lateral,chamber,87.32,E0043275,E0043276,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0011737,P0-TM-MH11737,445579.517,2563182.149,trunk main,junction,87.32,E0012845,E0010995,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0028148,P0-L-MH28148,451823.178,2574570.665,lateral,junction,87.33,E0028940,E0027406,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0049162,P0-L-MH49162,441663.112,2569542.33,lateral,junction,87.33,E0048494,E0048420,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0011337,P0-M-MH11337,474121.695,2572568.742,main,junction,87.34,E0012369,E0010595,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0043405,P0-L-MH43405,453541.57,2574203.056,lateral,chamber,87.34,E0042662,E0042663,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0023554,P0-SM-MH23554,450396.314,2568410.896,sub main,junction,87.34,E0024703,E0022812,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0039478,P0-M-MH39478,454839.814,2570759.433,main,chamber,87.35,E0038735,E0038736,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0010879,P0-M-MH10879,450783.305,2570491.559,main,chamber,87.35,E0010136,E0010137,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0024769,P0-M-MH24769,449448.127,2572046.005,main,junction,87.36,E0025833,E0024027,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0010205,P0-TM-MH10205,451732.471,2572620.942,trunk main,junction,87.38,E0011359,E0009463,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0021151,P0-SM-MH21151,448478.929,2572298.649,sub main,junction,87.38,E0022308,E0020409,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0047732,P0-L-MH47732,454857.749,2577397.193,lateral,junction,87.39,E0047124,E0046990,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0041555,P0-M-MH41555,455590.392,2570958.163,main,junction,87.39,E0041685,E0040813,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0039910,P0-L-MH39910,453310.763,2574222.199,lateral,junction,87.39,E0040228,E0039168,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0027724,P0-L-MH27724,451379.211,2568383.392,lateral,chamber,87.4,E0026981,E0026982,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0040469,P0-L-MH40469,448419.571,2570174.1,lateral,junction,87.4,E0040658,E0039727,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0022311,P0-L-MH22311,459554.786,2569974.057,lateral,junction,87.42,E0023316,E0021569,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0006226,P0-M-MH6226,473264.683,2572433.194,main,junction,87.44,E0008362,E0005484,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0042809,P0-L-MH42809,449917.311,2567514.617,lateral,junction,87.44,E0042751,E0042067,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0000203,P0-TM-MH0203,469313.685,2575163.579,trunk main,junction,87.44,E0005442,E0000193,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0040178,P0-L-MH40178,447413.75,2566796.615,lateral,chamber,87.45,E0039435,E0039436,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0046741,P0-L-MH46741,448117.465,2568563.827,lateral,chamber,87.45,E0045998,E0045999,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0025407,P0-L-MH25407,450488.28,2570581.906,lateral,chamber,87.45,E0024664,E0024665,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0017054,P0-L-MH17054,450885.104,2567758.919,lateral,chamber,87.46,E0016311,E0016312,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0028491,P0-L-MH28491,458705.057,2578497.243,lateral,chamber,87.46,E0027748,E0027749,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0030751,P0-L-MH30751,448842.061,2570318.535,lateral,junction,87.47,E0031538,E0030009,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0017420,P0-L-MH17420,452066.947,2571897.117,lateral,junction,87.47,E0018240,E0016678,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0040751,P0-M-MH40751,461999.908,2575837.527,main,junction,87.47,E0040892,E0040009,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0038657,P0-L-MH38657,456929.183,2568572.263,lateral,junction,87.48,E0039076,E0037915,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0037461,P0-L-MH37461,453120.932,2575804.483,lateral,junction,87.48,E0037945,E0036719,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0017563,P0-M-MH17563,450739.89,2568429.505,main,junction,87.48,E0018340,E0016821,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0031866,P0-SM-MH31866,446996.405,2565711.178,sub main,junction,87.48,E0032782,E0031124,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0012628,P0-L-MH12628,473425.17,2572785.155,lateral,junction,87.49,E0013685,E0011886,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0030942,P0-L-MH30942,448262.716,2569218.038,lateral,chamber,87.5,E0030199,E0030200,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0008815,P0-L-MH8815,453777.143,2574139.389,lateral,junction,87.51,E0009846,E0008073,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0013676,P0-L-MH13676,450172.203,2569735.372,lateral,junction,87.53,E0014663,E0012934,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0049793,P0-M-MH49793,442576.797,2569749.696,main,junction,87.53,E0049090,E0049051,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0025783,P0-L-MH25783,454047.168,2567871.896,lateral,chamber,87.55,E0025040,E0025041,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0044653,P0-L-MH44653,454881.719,2576293.552,lateral,chamber,87.56,E0043910,E0043911,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0034576,P0-L-MH34576,453027.288,2574889.926,lateral,chamber,87.56,E0033833,E0033834,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0006140,P0-SM-MH6140,450972.496,2567241.163,sub main,junction,87.57,E0008000,E0005398,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0020075,P0-M-MH20075,460884.687,2578900.503,main,junction,87.57,E0020895,E0019333,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0008421,P0-TM-MH8421,456470.26,2576870.453,trunk main,junction,87.57,E0009563,E0007679,3,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0001592,P0-L-MH1592,447301.797,2566125.676,lateral,chamber,87.57,E0001441,E0001442,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0025661,P0-L-MH25661,455401.123,2568887.338,lateral,chamber,87.58,E0024918,E0024919,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0042938,P0-L-MH42938,450553.146,2569563.229,lateral,junction,87.58,E0042849,E0042196,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0018925,P0-M-MH18925,453709.816,2573456.85,main,junction,87.58,E0019704,E0018183,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0015394,P0-L-MH15394,450318.569,2569550.779,lateral,chamber,87.59,E0014651,E0014652,1,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0027199,P0-M-MH27199,446659.89,2563861.581,main,junction,87.59,E0028070,E0026457,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0045747,P0-M-MH45747,449641.915,2573247.595,main,junction,87.59,E0045387,E0045005,2,below 90 deg - G203-p30,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
