CH_REQ,REACH,STATION_M,X,Y,N_PLOTS,Q_ADF_M3D,MAX_LEG_M,OFFSET_MED_M,WHY,ROW_QUESTION
R00418,E0031047,38.65,460040.957,2570377.489,1,5.096,39.85,42.35,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 42 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00419,E0031415,45.48,444489.417,2568491.099,1,2.966,43.8,46.3,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 46 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00420,E0031422,10.39,443665.121,2568607.48,1,1.08,42.67,45.17,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 45 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00421,E0031422,33.89,443642.55,2568614.037,1,1.08,42.18,44.68,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 45 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00422,E0031546,10.12,460599.639,2568998.997,1,1.08,43.93,46.43,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 46 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00423,E0031560,13.11,460389.019,2569552.773,1,1.08,43.18,45.68,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 46 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00424,E0031565,40.15,460024.728,2570033.061,1,1.08,5.34,7.84,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 8 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00425,E0031667,34.43,455492.058,2570387.802,1,1.08,12.47,14.97,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 15 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00426,E0031898,5.38,455055.162,2567013.675,1,1.08,42.26,44.76,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 45 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00427,E0031967,32.04,444241.609,2568519.887,1,1.08,39.98,42.48,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 42 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00428,E0032066,6.15,460275.076,2569977.182,1,1.08,43.96,46.46,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 46 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00429,E0032066,41.15,460242.682,2569990.433,1,1.08,44.17,46.67,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 47 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00430,E0032067,11.15,460196.404,2570009.364,1,1.08,44.47,46.97,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 47 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00431,E0032078,17.63,460574.39,2569561.12,1,2.499,35.69,38.19,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 38 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00432,E0032112,37.8,460444.436,2570660.833,1,1.08,43.98,46.48,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 46 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00433,E0032117,63.79,460364.496,2570774.655,1,1.08,44.69,47.19,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 47 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00434,E0032557,31.19,442526.782,2569029.718,1,1.08,40.53,43.03,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 43 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00435,E0032608,29.08,453256.871,2573938.807,1,1.483,44.62,47.12,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 47 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00436,E0032640,47.26,460822.065,2569113.792,1,1.08,43.0,45.5,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 45 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00437,E0032646,40.46,460755.511,2569555.776,1,1.08,44.27,46.77,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 47 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00438,E0032930,34.36,454891.821,2566941.65,1,1.08,12.51,15.01,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 15 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00439,E0033042,24.08,455319.856,2575983.207,1,1.08,34.77,37.27,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 37 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00440,E0033159,7.65,460914.245,2569260.362,2,2.16,42.39,27.26,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 27 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00441,E0033162,50.26,460570.878,2569969.454,1,2.499,35.15,37.65,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 38 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00442,E0033234,8.85,460301.382,2570902.621,1,1.08,41.67,44.17,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 44 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00443,E0033249,38.45,460908.677,2570281.612,1,1.08,44.1,46.6,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 47 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00444,E0033276,57.9,461054.94,2570491.016,1,1.08,41.32,43.82,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 44 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00445,E0033283,35.4,461286.865,2570226.139,1,2.499,24.24,26.74,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 27 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00446,E0033287,35.24,461087.269,2570317.492,1,1.08,43.04,45.54,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 46 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00447,E0033287,60.24,461072.963,2570296.99,1,1.08,43.03,45.53,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 46 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00448,E0033288,40.24,461038.627,2570247.785,1,1.08,43.01,45.51,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 46 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
R00449,E0033291,36.14,460056.685,2571430.393,1,1.08,9.21,11.71,"G203-p18 note under Tab 4: 'If necessary, a manhole will be added'. These plots have no chamber inside the 45 m tertiary run of G203-p22 Tab 6 on ANY carrier within 47.5 m",the connection runs 12 m from the plot boundary to the carrier; G203-p17 sec 3.2 puts it in the public right-of-way - confirm one exists across that land before building
